X,Y_anc_sceg-30,Y_anc_sceg-37,Y_anc_sdc,Y_anc_sdc-37,Y_anc_sdc-diam,Y_anc_sdc-h2o2,Y_anc_sdc-kcl,Y_anc_sdc-kcl-diam,Y_anc_sdc-kcl-h2o2,Y_anc_sdc-sorb,Y_anc_ypd,Y_anc_ypd-37,Y_anc_ypd-diam,Y_anc_ypd-h2o2,Y_anc_ypd-kcl,Y_anc_ypd-kcl-diam,Y_anc_ypd-kcl-h2o2,Y_anc_ypd-sorb,Y_anc_ypeg-30,Y_anc_ypeg-37
-5.075792,5.29272,,,,,,,,,,,,,,,,,,,
-4.933234,2.7167282,,,,,,,,,,,,,,,,,,,
-6.978931,3.9518685,,,,,,,,,,,,,,,,,,,
-4.043885,3.1545594,,,,,,,,,,,,,,,,,,,
-6.7911086,4.440129,,,,,,,,,,,,,,,,,,,
-4.210064,2.9642015,,,,,,,,,,,,,,,,,,,
-5.9903884,4.591179,,,,,,,,,,,,,,,,,,,
-5.9852257,3.9441278,,,,,,,,,,,,,,,,,,,
-6.6991777,5.0203023,,,,,,,,,,,,,,,,,,,
-5.390054,3.468937,,,,,,,,,,,,,,,,,,,
-6.213685,4.102446,,,,,,,,,,,,,,,,,,,
-5.924273,4.6629844,,,,,,,,,,,,,,,,,,,
-4.489121,3.9850214,,,,,,,,,,,,,,,,,,,
-6.8128986,4.182914,,,,,,,,,,,,,,,,,,,
-6.75283,4.1214757,,,,,,,,,,,,,,,,,,,
-5.423583,3.6343017,,,,,,,,,,,,,,,,,,,
-5.595325,4.571502,,,,,,,,,,,,,,,,,,,
-6.285538,3.8875883,,,,,,,,,,,,,,,,,,,
-4.642189,2.2360778,,,,,,,,,,,,,,,,,,,
-5.236622,3.6910212,,,,,,,,,,,,,,,,,,,
-4.8491473,4.037305,,,,,,,,,,,,,,,,,,,
-5.2303953,4.006125,,,,,,,,,,,,,,,,,,,
-4.8677864,2.1337886,,,,,,,,,,,,,,,,,,,
-6.483487,5.3671184,,,,,,,,,,,,,,,,,,,
-4.984188,4.5470066,,,,,,,,,,,,,,,,,,,
-7.176448,5.6549697,,,,,,,,,,,,,,,,,,,
-6.409995,4.1010785,,,,,,,,,,,,,,,,,,,
-5.0960298,3.3145406,,,,,,,,,,,,,,,,,,,
-4.6288314,3.32678,,,,,,,,,,,,,,,,,,,
-6.556039,5.128631,,,,,,,,,,,,,,,,,,,
-4.832207,5.293297,,,,,,,,,,,,,,,,,,,
-5.14732,3.5460029,,,,,,,,,,,,,,,,,,,
-6.624074,3.3434906,,,,,,,,,,,,,,,,,,,
-5.0195565,1.9587917,,,,,,,,,,,,,,,,,,,
-6.0364,4.741136,,,,,,,,,,,,,,,,,,,
-5.2292576,2.5750992,,,,,,,,,,,,,,,,,,,
-6.1677275,4.4874086,,,,,,,,,,,,,,,,,,,
-5.0235147,3.8978865,,,,,,,,,,,,,,,,,,,
-4.6622257,4.904537,,,,,,,,,,,,,,,,,,,
-5.6550765,5.422715,,,,,,,,,,,,,,,,,,,
-4.9870987,3.6077406,,,,,,,,,,,,,,,,,,,
-6.9602485,3.9749856,,,,,,,,,,,,,,,,,,,
-4.567733,3.9668257,,,,,,,,,,,,,,,,,,,
-5.652778,3.6756275,,,,,,,,,,,,,,,,,,,
-5.1923404,5.1326957,,,,,,,,,,,,,,,,,,,
-5.9992533,2.224168,,,,,,,,,,,,,,,,,,,
-6.0847316,4.612833,,,,,,,,,,,,,,,,,,,
-6.0492945,2.7062438,,,,,,,,,,,,,,,,,,,
-5.822606,3.5177236,,,,,,,,,,,,,,,,,,,
-4.7580247,2.7125483,,,,,,,,,,,,,,,,,,,
-6.26427,5.13088,,,,,,,,,,,,,,,,,,,
-4.9701276,4.464103,,,,,,,,,,,,,,,,,,,
-4.7731547,2.9505374,,,,,,,,,,,,,,,,,,,
-6.91734,4.36755,,,,,,,,,,,,,,,,,,,
-5.1536384,4.168334,,,,,,,,,,,,,,,,,,,
-4.851976,2.6181762,,,,,,,,,,,,,,,,,,,
-4.9107823,2.2024167,,,,,,,,,,,,,,,,,,,
-6.9922357,5.0688796,,,,,,,,,,,,,,,,,,,
-4.9303384,3.6971602,,,,,,,,,,,,,,,,,,,
-5.5346823,2.7120068,,,,,,,,,,,,,,,,,,,
-5.0806584,4.1118693,,,,,,,,,,,,,,,,,,,
-6.0811915,3.2705483,,,,,,,,,,,,,,,,,,,
-6.4860888,4.4740515,,,,,,,,,,,,,,,,,,,
-5.613709,4.9297185,,,,,,,,,,,,,,,,,,,
-7.417694,3.7144148,,,,,,,,,,,,,,,,,,,
-5.210859,4.1339774,,,,,,,,,,,,,,,,,,,
-6.1991715,4.530559,,,,,,,,,,,,,,,,,,,
-5.4944634,3.5904682,,,,,,,,,,,,,,,,,,,
-5.601095,4.113732,,,,,,,,,,,,,,,,,,,
-4.7744865,4.4163547,,,,,,,,,,,,,,,,,,,
-5.9407587,3.0804777,,,,,,,,,,,,,,,,,,,
-5.074457,5.3429646,,,,,,,,,,,,,,,,,,,
-5.8840957,4.0060062,,,,,,,,,,,,,,,,,,,
-6.2421412,3.3471262,,,,,,,,,,,,,,,,,,,
-4.703491,4.774175,,,,,,,,,,,,,,,,,,,
-6.748011,4.3776116,,,,,,,,,,,,,,,,,,,
-5.1847124,4.5551925,,,,,,,,,,,,,,,,,,,
-5.1122317,2.1604939,,,,,,,,,,,,,,,,,,,
-5.8012357,3.084017,,,,,,,,,,,,,,,,,,,
-5.1025553,3.9676955,,,,,,,,,,,,,,,,,,,
-5.699971,3.0804653,,,,,,,,,,,,,,,,,,,
-4.620612,2.1150298,,,,,,,,,,,,,,,,,,,
-5.199569,2.7625206,,,,,,,,,,,,,,,,,,,
-7.193583,5.366602,,,,,,,,,,,,,,,,,,,
-6.6587486,6.0068264,,,,,,,,,,,,,,,,,,,
-5.8909893,2.095999,,,,,,,,,,,,,,,,,,,
-4.734556,3.0781722,,,,,,,,,,,,,,,,,,,
-4.499199,5.475624,,,,,,,,,,,,,,,,,,,
-5.385184,3.604536,,,,,,,,,,,,,,,,,,,
-5.4698,4.8744216,,,,,,,,,,,,,,,,,,,
-5.590099,3.8659337,,,,,,,,,,,,,,,,,,,
-5.381589,3.2463703,,,,,,,,,,,,,,,,,,,
-5.4585,2.3844733,,,,,,,,,,,,,,,,,,,
-4.6671696,3.028556,,,,,,,,,,,,,,,,,,,
-6.9934587,3.5803869,,,,,,,,,,,,,,,,,,,
-4.6468554,3.009219,,,,,,,,,,,,,,,,,,,
-6.981999,4.3283153,,,,,,,,,,,,,,,,,,,
-4.82408,2.5714476,,,,,,,,,,,,,,,,,,,
6.161662,3.7128577,,,,,,,,,,,,,,,,,,,
-7.1689987,4.3346047,,,,,,,,,,,,,,,,,,,
-4.5269427,4.245825,,,,,,,,,,,,,,,,,,,
-3.8300993,4.173128,,,,,,,,,,,,,,,,,,,
-5.488379,3.5411134,,,,,,,,,,,,,,,,,,,
-6.0990868,3.8517172,,,,,,,,,,,,,,,,,,,
-2.5852706,5.244461,,,,,,,,,,,,,,,,,,,
-4.489906,3.578299,,,,,,,,,,,,,,,,,,,
-7.07747,4.6985154,,,,,,,,,,,,,,,,,,,
-7.004152,4.004177,,,,,,,,,,,,,,,,,,,
